SITE_SHORT;PERIOD_ID;COUNT_;WHO_ATC_CODE;CATEGORY;BRICK_NAME;BRICK_NO
min;202006;10;A10AE04;New generation insulin in basal;Køge Bugt;201
pro;202006;19;A10AE04;New generation insulin in basal;Køge Bugt;201
pro;202006;5;A10AE04;New generation insulin in basal;Lolland;209
pro;202006;3;A10AE04;New generation insulin in basal;Middelfart;306
min;202006;4;A10AE04;New generation insulin in basal;N/A;N/A
pro;202006;6;A10AE04;New generation insulin in basal;N/A;N/A
min;202006;1;A10AE04;New generation insulin in basal;Nyborg;302
pro;202006;11;A10AE04;New generation insulin in basal;Nyborg;302
min;202006;1;A10AE04;New generation insulin in basal;Næstved;206
pro;202006;10;A10AE04;New generation insulin in basal;Næstved;206
min;202006;6;A10AE04;New generation insulin in basal;Nørrebro/City;103
pro;202006;25;A10AE04;New generation insulin in basal;Nørrebro/City;103
min;202006;2;A10AE04;New generation insulin in basal;Nørresundby;506
pro;202006;9;A10AE04;New generation insulin in basal;Nørresundby;506
min;202006;11;A10AE04;New generation insulin in basal;Odense City;305
pro;202006;26;A10AE04;New generation insulin in basal;Odense City;305
min;202006;25;A10AE04;New generation insulin in basal;Outside DK;Outside DK
pro;202006;105;A10AE04;New generation insulin in basal;Outside DK;Outside DK
min;202006;10;A10AE04;New generation insulin in basal;Randers;411
pro;202006;24;A10AE04;New generation insulin in basal;Randers;411
min;202006;1;A10AE04;New generation insulin in basal;Ringkøbing;407
pro;202006;4;A10AE04;New generation insulin in basal;Ringkøbing;407
min;202006;16;A10AE04;New generation insulin in basal;Ringsted;205
pro;202006;54;A10AE04;New generation insulin in basal;Ringsted;205
min;202006;5;A10AE04;New generation insulin in basal;Roskilde;202
pro;202006;28;A10AE04;New generation insulin in basal;Roskilde;202
min;202006;13;A10AE04;New generation insulin in basal;Silkeborg;405
pro;202006;30;A10AE04;New generation insulin in basal;Silkeborg;405
min;202006;3;A10AE04;New generation insulin in basal;Skive;409
pro;202006;7;A10AE04;New generation insulin in basal;Skive;409
min;202006;4;A10AE04;New generation insulin in basal;Slagelse;204
pro;202006;3;A10AE04;New generation insulin in basal;Slagelse;204
min;202006;4;A10AE04;New generation insulin in basal;Svendborg;301
pro;202006;9;A10AE04;New generation insulin in basal;Svendborg;301
min;202006;6;A10AE04;New generation insulin in basal;Sønderborg;307
pro;202006;10;A10AE04;New generation insulin in basal;Sønderborg;307
min;202006;1;A10AE04;New generation insulin in basal;Thisted;504
pro;202006;6;A10AE04;New generation insulin in basal;Thisted;504
min;202006;13;A10AE04;New generation insulin in basal;Tåstrup;116
pro;202006;13;A10AE04;New generation insulin in basal;Tåstrup;116
min;202006;1;A10AE04;New generation insulin in basal;Tønder;309
pro;202006;1;A10AE04;New generation insulin in basal;Tønder;309
min;202006;2;A10AE04;New generation insulin in basal;Varde;314
pro;202006;3;A10AE04;New generation insulin in basal;Varde;314
min;202006;6;A10AE04;New generation insulin in basal;Vejle;315
pro;202006;66;A10AE04;New generation insulin in basal;Vejle;315
min;202006;42;A10AE04;New generation insulin in basal;Vesterbro/Christianshavn;104
pro;202006;62;A10AE04;New generation insulin in basal;Vesterbro/Christianshavn;104
min;202006;5;A10AE04;New generation insulin in basal;Viborg;410
pro;202006;6;A10AE04;New generation insulin in basal;Viborg;410
min;202006;1;A10AE04;New generation insulin in basal;Vordingborg;207
pro;202006;2;A10AE04;New generation insulin in basal;Vordingborg;207
min;202006;1;A10AE04;New generation insulin in basal;Ydre Odense;304
pro;202006;4;A10AE04;New generation insulin in basal;Ydre Odense;304
min;202006;53;A10AE04;New generation insulin in basal;Ydre Århus;404
pro;202006;327;A10AE04;New generation insulin in basal;Ydre Århus;404
min;202006;2;A10AE04;New generation insulin in basal;Århus City;403
pro;202006;17;A10AE04;New generation insulin in basal;Århus City;403
pro;202006;1;A10AE06;New generation insulin in basal;Aabenraa;308
min;202006;8;A10AE06;New generation insulin in basal;Aalborg City;502
pro;202006;13;A10AE06;New generation insulin in basal;Aalborg City;502
min;202006;15;A10AE06;New generation insulin in basal;Amager;102
pro;202006;7;A10AE06;New generation insulin in basal;Amager;102
min;202006;1;A10AE06;New generation insulin in basal;Assens;303
pro;202006;1;A10AE06;New generation insulin in basal;Assens;303
min;202006;3;A10AE06;New generation insulin in basal;Ballerup;115
pro;202006;10;A10AE06;New generation insulin in basal;Ballerup;115
min;202006;1;A10AE06;New generation insulin in basal;Bornholm;101
pro;202006;1;A10AE06;New generation insulin in basal;Bornholm;101
pro;202006;5;A10AE06;New generation insulin in basal;Ebeltoft;412
min;202006;3;A10AE06;New generation insulin in basal;Esbjerg;313
pro;202006;3;A10AE06;New generation insulin in basal;Esbjerg;313
min;202006;3;A10AE06;New generation insulin in basal;Frederiksberg;105
pro;202006;13;A10AE06;New generation insulin in basal;Frederiksberg;105
min;202006;2;A10AE06;New generation insulin in basal;Frederikshavn;508
pro;202006;1;A10AE06;New generation insulin in basal;Frederikshavn;508
min;202006;1;A10AE06;New generation insulin in basal;Frederikssund;114
pro;202006;1;A10AE06;New generation insulin in basal;Frederikssund;114
min;202006;6;A10AE06;New generation insulin in basal;Gentofte;109
pro;202006;9;A10AE06;New generation insulin in basal;Gentofte;109
min;202006;3;A10AE06;New generation insulin in basal;Glostrup;106
pro;202006;9;A10AE06;New generation insulin in basal;Glostrup;106
min;202006;1;A10AE06;New generation insulin in basal;Haderslev;311
pro;202006;3;A10AE06;New generation insulin in basal;Haderslev;311
min;202006;2;A10AE06;New generation insulin in basal;Hadsund;501
pro;202006;1;A10AE06;New generation insulin in basal;Hadsund;501
pro;202006;1;A10AE06;New generation insulin in basal;Hedensted;401
pro;202006;2;A10AE06;New generation insulin in basal;Helsingør;113
min;202006;3;A10AE06;New generation insulin in basal;Herning;406
pro;202006;4;A10AE06;New generation insulin in basal;Herning;406
min;202006;1;A10AE06;New generation insulin in basal;Hillerød;111
pro;202006;10;A10AE06;New generation insulin in basal;Hillerød;111
min;202006;4;A10AE06;New generation insulin in basal;Hjørring;507
pro;202006;7;A10AE06;New generation insulin in basal;Hjørring;507
pro;202006;1;A10AE06;New generation insulin in basal;Hobro;503
min;202006;3;A10AE06;New generation insulin in basal;Holstebro;408
pro;202006;7;A10AE06;New generation insulin in basal;Holstebro;408
min;202006;7;A10AE06;New generation insulin in basal;Horsens;402
pro;202006;17;A10AE06;New generation insulin in basal;Horsens;402
min;202006;2;A10AE06;New generation insulin in basal;Hørsholm;112
pro;202006;2;A10AE06;New generation insulin in basal;Hørsholm;112
min;202006;2;A10AE06;New generation insulin in basal;Kalundborg;203
pro;202006;6;A10AE06;New generation insulin in basal;Kalundborg;203
pro;202006;2;A10AE06;New generation insulin in basal;Kbh. Ø.;108
min;202006;2;A10AE06;New generation insulin in basal;Kgs. Lyngby;110
pro;202006;5;A10AE06;New generation insulin in basal;Kgs. Lyngby;110
min;202006;7;A10AE06;New generation insulin in basal;Kolding;312
pro;202006;14;A10AE06;New generation insulin in basal;Kolding;312
min;202006;3;A10AE06;New generation insulin in basal;Køge Bugt;201
pro;202006;6;A10AE06;New generation insulin in basal;Køge Bugt;201
pro;202006;1;A10AE06;New generation insulin in basal;Lolland;209
pro;202006;1;A10AE06;New generation insulin in basal;Middelfart;306
min;202006;1;A10AE06;New generation insulin in basal;N/A;N/A
pro;202006;2;A10AE06;New generation insulin in basal;N/A;N/A
min;202006;1;A10AE06;New generation insulin in basal;Nyborg;302
pro;202006;8;A10AE06;New generation insulin in basal;Nyborg;302
pro;202006;7;A10AE06;New generation insulin in basal;Næstved;206
min;202006;7;A10AE06;New generation insulin in basal;Nørrebro/City;103
pro;202006;34;A10AE06;New generation insulin in basal;Nørrebro/City;103
min;202006;6;A10AE06;New generation insulin in basal;Odense City;305
pro;202006;14;A10AE06;New generation insulin in basal;Odense City;305
min;202006;12;A10AE06;New generation insulin in basal;Outside DK;Outside DK
pro;202006;49;A10AE06;New generation insulin in basal;Outside DK;Outside DK
min;202006;5;A10AE06;New generation insulin in basal;Randers;411
pro;202006;7;A10AE06;New generation insulin in basal;Randers;411
min;202006;3;A10AE06;New generation insulin in basal;Ringkøbing;407
pro;202006;5;A10AE06;New generation insulin in basal;Ringkøbing;407
min;202006;16;A10AE06;New generation insulin in basal;Ringsted;205
pro;202006;46;A10AE06;New generation insulin in basal;Ringsted;205
min;202006;2;A10AE06;New generation insulin in basal;Roskilde;202
pro;202006;13;A10AE06;New generation insulin in basal;Roskilde;202
min;202006;22;A10AE06;New generation insulin in basal;Silkeborg;405
pro;202006;49;A10AE06;New generation insulin in basal;Silkeborg;405
min;202006;1;A10AE06;New generation insulin in basal;Skive;409
pro;202006;1;A10AE06;New generation insulin in basal;Skive;409
min;202006;1;A10AE06;New generation insulin in basal;Slagelse;204
pro;202006;1;A10AE06;New generation insulin in basal;Slagelse;204
pro;202006;1;A10AE06;New generation insulin in basal;Svendborg;301
min;202006;5;A10AE06;New generation insulin in basal;Sønderborg;307
pro;202006;8;A10AE06;New generation insulin in basal;Sønderborg;307
pro;202006;2;A10AE06;New generation insulin in basal;Thisted;504
min;202006;4;A10AE06;New generation insulin in basal;Tåstrup;116
pro;202006;17;A10AE06;New generation insulin in basal;Tåstrup;116
pro;202006;1;A10AE06;New generation insulin in basal;Tønder;309
pro;202006;3;A10AE06;New generation insulin in basal;Varde;314
min;202006;3;A10AE06;New generation insulin in basal;Vejle;315
pro;202006;36;A10AE06;New generation insulin in basal;Vejle;315
min;202006;29;A10AE06;New generation insulin in basal;Vesterbro/Christianshavn;104
pro;202006;20;A10AE06;New generation insulin in basal;Vesterbro/Christianshavn;104
pro;202006;3;A10AE06;New generation insulin in basal;Viborg;410
min;202006;5;A10AE06;New generation insulin in basal;Vordingborg;207
pro;202006;5;A10AE06;New generation insulin in basal;Vordingborg;207
pro;202006;2;A10AE06;New generation insulin in basal;Ydre Odense;304
min;202006;15;A10AE06;New generation insulin in basal;Ydre Århus;404
pro;202006;246;A10AE06;New generation insulin in basal;Ydre Århus;404
min;202006;1;A10AE06;New generation insulin in basal;Århus City;403
pro;202006;13;A10AE06;New generation insulin in basal;Århus City;403
pro;202006;2;A10AE54;New generation insulin in basal;Aalborg City;502
pro;202006;1;A10AE54;New generation insulin in basal;Amager;102
pro;202006;3;A10AE54;New generation insulin in basal;Frederiksberg;105
pro;202006;1;A10AE54;New generation insulin in basal;Gentofte;109
pro;202006;1;A10AE54;New generation insulin in basal;Hillerød;111
pro;202006;1;A10AE54;New generation insulin in basal;Horsens;402
pro;202006;2;A10AE54;New generation insulin in basal;Kgs. Lyngby;110
pro;202006;1;A10AE54;New generation insulin in basal;Køge Bugt;201
pro;202006;3;A10AE54;New generation insulin in basal;Nørrebro/City;103
pro;202006;6;A10AE54;New generation insulin in basal;Odense City;305
min;202006;2;A10AE54;New generation insulin in basal;Outside DK;Outside DK
pro;202006;4;A10AE54;New generation insulin in basal;Outside DK;Outside DK
min;202006;2;A10AE54;New generation insulin in basal;Ringsted;205
pro;202006;2;A10AE54;New generation insulin in basal;Ringsted;205
pro;202006;1;A10AE54;New generation insulin in basal;Sønderborg;307
pro;202006;1;A10AE54;New generation insulin in basal;Vejle;315
min;202006;1;A10AE54;New generation insulin in basal;Vesterbro/Christianshavn;104
pro;202006;3;A10AE54;New generation insulin in basal;Vesterbro/Christianshavn;104
pro;202006;1;A10AE54;New generation insulin in basal;Vordingborg;207
pro;202006;16;A10AE54;New generation insulin in basal;Ydre Århus;404
min;202006;1;A10AE56;New generation insulin in basal;Aalborg City;502
pro;202006;1;A10AE56;New generation insulin in basal;Aalborg City;502
min;202006;4;A10AE56;New generation insulin in basal;Amager;102
pro;202006;3;A10AE56;New generation insulin in basal;Amager;102
pro;202006;4;A10AE56;New generation insulin in basal;Ballerup;115
min;202006;1;A10AE56;New generation insulin in basal;Esbjerg;313
pro;202006;1;A10AE56;New generation insulin in basal;Esbjerg;313
min;202006;2;A10AE56;New generation insulin in basal;Frederiksberg;105
pro;202006;1;A10AE56;New generation insulin in basal;Frederikssund;114
min;202006;1;A10AE56;New generation insulin in basal;Gentofte;109
pro;202006;6;A10AE56;New generation insulin in basal;Gentofte;109
min;202006;3;A10AE56;New generation insulin in basal;Glostrup;106
pro;202006;4;A10AE56;New generation insulin in basal;Glostrup;106
pro;202006;1;A10AE56;New generation insulin in basal;Haderslev;311
pro;202006;1;A10AE56;New generation insulin in basal;Herning;406
pro;202006;4;A10AE56;New generation insulin in basal;Hillerød;111
min;202006;1;A10AE56;New generation insulin in basal;Hjørring;507
pro;202006;3;A10AE56;New generation insulin in basal;Hjørring;507
min;202006;2;A10AE56;New generation insulin in basal;Horsens;402
pro;202006;8;A10AE56;New generation insulin in basal;Horsens;402
pro;202006;1;A10AE56;New generation insulin in basal;Kalundborg;203
min;202006;1;A10AE56;New generation insulin in basal;Kbh. NV;107
pro;202006;2;A10AE56;New generation insulin in basal;Kbh. Ø.;108
pro;202006;3;A10AE56;New generation insulin in basal;Kgs. Lyngby;110
pro;202006;1;A10AE56;New generation insulin in basal;Køge Bugt;201
min;202006;1;A10AE56;New generation insulin in basal;Nørrebro/City;103
pro;202006;13;A10AE56;New generation insulin in basal;Nørrebro/City;103
min;202006;1;A10AE56;New generation insulin in basal;Odense City;305
pro;202006;8;A10AE56;New generation insulin in basal;Odense City;305
min;202006;8;A10AE56;New generation insulin in basal;Outside DK;Outside DK
pro;202006;23;A10AE56;New generation insulin in basal;Outside DK;Outside DK
pro;202006;4;A10AE56;New generation insulin in basal;Randers;411
min;202006;1;A10AE56;New generation insulin in basal;Ringsted;205
pro;202006;6;A10AE56;New generation insulin in basal;Ringsted;205
min;202006;1;A10AE56;New generation insulin in basal;Roskilde;202
min;202006;1;A10AE56;New generation insulin in basal;Silkeborg;405
pro;202006;6;A10AE56;New generation insulin in basal;Silkeborg;405
pro;202006;2;A10AE56;New generation insulin in basal;Slagelse;204
min;202006;1;A10AE56;New generation insulin in basal;Sønderborg;307
pro;202006;4;A10AE56;New generation insulin in basal;Sønderborg;307
min;202006;1;A10AE56;New generation insulin in basal;Tåstrup;116
pro;202006;2;A10AE56;New generation insulin in basal;Tåstrup;116
pro;202006;1;A10AE56;New generation insulin in basal;Varde;314
pro;202006;3;A10AE56;New generation insulin in basal;Vejle;315
min;202006;6;A10AE56;New generation insulin in basal;Vesterbro/Christianshavn;104
pro;202006;9;A10AE56;New generation insulin in basal;Vesterbro/Christianshavn;104
pro;202006;1;A10AE56;New generation insulin in basal;Ydre Odense;304
min;202006;1;A10AE56;New generation insulin in basal;Ydre Århus;404
pro;202006;43;A10AE56;New generation insulin in basal;Ydre Århus;404
min;202006;1;A10AE56;New generation insulin in basal;Århus City;403
pro;202006;10;A10AE56;New generation insulin in basal;Århus City;403
min;202006;1;A10BA02;Metformin;Aabenraa;308
pro;202006;11;A10BA02;Metformin;Aabenraa;308
min;202006;31;A10BA02;Metformin;Aalborg City;502
pro;202006;72;A10BA02;Metformin;Aalborg City;502
min;202006;19;A10BA02;Metformin;Amager;102
pro;202006;33;A10BA02;Metformin;Amager;102
min;202006;2;A10BA02;Metformin;Assens;303
pro;202006;5;A10BA02;Metformin;Assens;303
min;202006;44;A10BA02;Metformin;Ballerup;115
pro;202006;40;A10BA02;Metformin;Ballerup;115
pro;202006;3;A10BA02;Metformin;Bornholm;101
min;202006;4;A10BA02;Metformin;Ebeltoft;412
pro;202006;20;A10BA02;Metformin;Ebeltoft;412
min;202006;3;A10BA02;Metformin;Esbjerg;313
pro;202006;11;A10BA02;Metformin;Esbjerg;313
pro;202006;1;A10BA02;Metformin;Fjerritslev;505
min;202006;9;A10BA02;Metformin;Frederiksberg;105
pro;202006;9;A10BA02;Metformin;Frederiksberg;105
min;202006;1;A10BA02;Metformin;Frederikshavn;508
pro;202006;9;A10BA02;Metformin;Frederikshavn;508
min;202006;4;A10BA02;Metformin;Frederikssund;114
pro;202006;11;A10BA02;Metformin;Frederikssund;114
min;202006;13;A10BA02;Metformin;Gentofte;109
pro;202006;8;A10BA02;Metformin;Gentofte;109
min;202006;4;A10BA02;Metformin;Glostrup;106
pro;202006;20;A10BA02;Metformin;Glostrup;106
min;202006;11;A10BA02;Metformin;Haderslev;311
pro;202006;6;A10BA02;Metformin;Haderslev;311
min;202006;10;A10BA02;Metformin;Hadsund;501
pro;202006;11;A10BA02;Metformin;Hadsund;501
min;202006;1;A10BA02;Metformin;Hedensted;401
pro;202006;4;A10BA02;Metformin;Hedensted;401
min;202006;1;A10BA02;Metformin;Helsingør;113
pro;202006;5;A10BA02;Metformin;Helsingør;113
min;202006;6;A10BA02;Metformin;Herning;406
pro;202006;12;A10BA02;Metformin;Herning;406
min;202006;15;A10BA02;Metformin;Hillerød;111
pro;202006;15;A10BA02;Metformin;Hillerød;111
min;202006;18;A10BA02;Metformin;Hjørring;507
pro;202006;74;A10BA02;Metformin;Hjørring;507
pro;202006;7;A10BA02;Metformin;Hobro;503
min;202006;1;A10BA02;Metformin;Holstebro;408
pro;202006;7;A10BA02;Metformin;Holstebro;408
min;202006;21;A10BA02;Metformin;Horsens;402
pro;202006;25;A10BA02;Metformin;Horsens;402
min;202006;2;A10BA02;Metformin;Hørsholm;112
pro;202006;9;A10BA02;Metformin;Hørsholm;112
min;202006;13;A10BA02;Metformin;Kalundborg;203
pro;202006;13;A10BA02;Metformin;Kalundborg;203
min;202006;1;A10BA02;Metformin;Kbh. NV;107
pro;202006;5;A10BA02;Metformin;Kbh. NV;107
min;202006;5;A10BA02;Metformin;Kbh. Ø.;108
pro;202006;12;A10BA02;Metformin;Kbh. Ø.;108
min;202006;6;A10BA02;Metformin;Kgs. Lyngby;110
pro;202006;32;A10BA02;Metformin;Kgs. Lyngby;110
min;202006;6;A10BA02;Metformin;Kolding;312
pro;202006;14;A10BA02;Metformin;Kolding;312
min;202006;5;A10BA02;Metformin;Køge Bugt;201
pro;202006;11;A10BA02;Metformin;Køge Bugt;201
min;202006;1;A10BA02;Metformin;Lolland;209
pro;202006;10;A10BA02;Metformin;Lolland;209
pro;202006;3;A10BA02;Metformin;Middelfart;306
min;202006;5;A10BA02;Metformin;N/A;N/A
pro;202006;6;A10BA02;Metformin;N/A;N/A
min;202006;7;A10BA02;Metformin;Nyborg;302
pro;202006;17;A10BA02;Metformin;Nyborg;302
min;202006;3;A10BA02;Metformin;Næstved;206
pro;202006;4;A10BA02;Metformin;Næstved;206
min;202006;12;A10BA02;Metformin;Nørrebro/City;103
pro;202006;64;A10BA02;Metformin;Nørrebro/City;103
min;202006;7;A10BA02;Metformin;Nørresundby;506
pro;202006;11;A10BA02;Metformin;Nørresundby;506
min;202006;28;A10BA02;Metformin;Odense City;305
pro;202006;58;A10BA02;Metformin;Odense City;305
min;202006;71;A10BA02;Metformin;Outside DK;Outside DK
pro;202006;226;A10BA02;Metformin;Outside DK;Outside DK
min;202006;9;A10BA02;Metformin;Randers;411
pro;202006;27;A10BA02;Metformin;Randers;411
min;202006;3;A10BA02;Metformin;Ringkøbing;407
pro;202006;11;A10BA02;Metformin;Ringkøbing;407
min;202006;22;A10BA02;Metformin;Ringsted;205
pro;202006;146;A10BA02;Metformin;Ringsted;205
min;202006;17;A10BA02;Metformin;Roskilde;202
pro;202006;42;A10BA02;Metformin;Roskilde;202
min;202006;19;A10BA02;Metformin;Silkeborg;405
pro;202006;97;A10BA02;Metformin;Silkeborg;405
pro;202006;1;A10BA02;Metformin;Skive;409
min;202006;3;A10BA02;Metformin;Slagelse;204
pro;202006;22;A10BA02;Metformin;Slagelse;204
min;202006;6;A10BA02;Metformin;Svendborg;301
pro;202006;7;A10BA02;Metformin;Svendborg;301
min;202006;10;A10BA02;Metformin;Sønderborg;307
pro;202006;24;A10BA02;Metformin;Sønderborg;307
min;202006;2;A10BA02;Metformin;Thisted;504
pro;202006;4;A10BA02;Metformin;Thisted;504
min;202006;40;A10BA02;Metformin;Tåstrup;116
pro;202006;66;A10BA02;Metformin;Tåstrup;116
min;202006;1;A10BA02;Metformin;Tønder;309
pro;202006;2;A10BA02;Metformin;Tønder;309
min;202006;1;A10BA02;Metformin;Varde;314
pro;202006;11;A10BA02;Metformin;Varde;314
min;202006;7;A10BA02;Metformin;Vejle;315
pro;202006;188;A10BA02;Metformin;Vejle;315
min;202006;48;A10BA02;Metformin;Vesterbro/Christianshavn;104
pro;202006;96;A10BA02;Metformin;Vesterbro/Christianshavn;104
min;202006;3;A10BA02;Metformin;Viborg;410
pro;202006;3;A10BA02;Metformin;Viborg;410
min;202006;3;A10BA02;Metformin;Vordingborg;207
pro;202006;18;A10BA02;Metformin;Vordingborg;207
min;202006;1;A10BA02;Metformin;Ydre Odense;304
pro;202006;12;A10BA02;Metformin;Ydre Odense;304
min;202006;49;A10BA02;Metformin;Ydre Århus;404
pro;202006;740;A10BA02;Metformin;Ydre Århus;404
min;202006;10;A10BA02;Metformin;Århus City;403
pro;202006;27;A10BA02;Metformin;Århus City;403
pro;202006;1;A10BD07;DPP-IV;Aabenraa;308
min;202006;12;A10BD07;DPP-IV;Aalborg City;502
pro;202006;10;A10BD07;DPP-IV;Aalborg City;502
min;202006;2;A10BD07;DPP-IV;Amager;102
pro;202006;4;A10BD07;DPP-IV;Amager;102
pro;202006;1;A10BD07;DPP-IV;Assens;303
pro;202006;9;A10BD07;DPP-IV;Ballerup;115
pro;202006;1;A10BD07;DPP-IV;Ebeltoft;412
min;202006;1;A10BD07;DPP-IV;Esbjerg;313
pro;202006;4;A10BD07;DPP-IV;Esbjerg;313
pro;202006;1;A10BD07;DPP-IV;Fjerritslev;505
min;202006;7;A10BD07;DPP-IV;Frederiksberg;105
pro;202006;4;A10BD07;DPP-IV;Frederiksberg;105
pro;202006;1;A10BD07;DPP-IV;Frederikshavn;508
min;202006;2;A10BD07;DPP-IV;Frederikssund;114
pro;202006;5;A10BD07;DPP-IV;Frederikssund;114
pro;202006;6;A10BD07;DPP-IV;Gentofte;109
min;202006;3;A10BD07;DPP-IV;Glostrup;106
pro;202006;6;A10BD07;DPP-IV;Glostrup;106
min;202006;1;A10BD07;DPP-IV;Haderslev;311
pro;202006;1;A10BD07;DPP-IV;Haderslev;311
pro;202006;1;A10BD07;DPP-IV;Hadsund;501
pro;202006;2;A10BD07;DPP-IV;Hedensted;401
pro;202006;2;A10BD07;DPP-IV;Helsingør;113
min;202006;1;A10BD07;DPP-IV;Herning;406
pro;202006;4;A10BD07;DPP-IV;Herning;406
min;202006;3;A10BD07;DPP-IV;Hillerød;111
pro;202006;3;A10BD07;DPP-IV;Hillerød;111
min;202006;4;A10BD07;DPP-IV;Hjørring;507
pro;202006;15;A10BD07;DPP-IV;Hjørring;507
pro;202006;1;A10BD07;DPP-IV;Hobro;503
min;202006;3;A10BD07;DPP-IV;Holstebro;408
pro;202006;3;A10BD07;DPP-IV;Holstebro;408
min;202006;1;A10BD07;DPP-IV;Horsens;402
pro;202006;11;A10BD07;DPP-IV;Horsens;402
pro;202006;2;A10BD07;DPP-IV;Hørsholm;112
min;202006;4;A10BD07;DPP-IV;Kbh. Ø.;108
pro;202006;3;A10BD07;DPP-IV;Kbh. Ø.;108
min;202006;1;A10BD07;DPP-IV;Kgs. Lyngby;110
pro;202006;4;A10BD07;DPP-IV;Kgs. Lyngby;110
pro;202006;4;A10BD07;DPP-IV;Kolding;312
min;202006;2;A10BD07;DPP-IV;Køge Bugt;201
pro;202006;5;A10BD07;DPP-IV;Køge Bugt;201
pro;202006;5;A10BD07;DPP-IV;Nyborg;302
pro;202006;1;A10BD07;DPP-IV;Næstved;206
min;202006;5;A10BD07;DPP-IV;Nørrebro/City;103
pro;202006;16;A10BD07;DPP-IV;Nørrebro/City;103
min;202006;4;A10BD07;DPP-IV;Odense City;305
pro;202006;7;A10BD07;DPP-IV;Odense City;305
min;202006;10;A10BD07;DPP-IV;Outside DK;Outside DK
pro;202006;23;A10BD07;DPP-IV;Outside DK;Outside DK
min;202006;1;A10BD07;DPP-IV;Randers;411
pro;202006;4;A10BD07;DPP-IV;Randers;411
min;202006;4;A10BD07;DPP-IV;Ringsted;205
pro;202006;13;A10BD07;DPP-IV;Ringsted;205
pro;202006;12;A10BD07;DPP-IV;Roskilde;202
min;202006;6;A10BD07;DPP-IV;Silkeborg;405
pro;202006;16;A10BD07;DPP-IV;Silkeborg;405
pro;202006;1;A10BD07;DPP-IV;Svendborg;301
min;202006;3;A10BD07;DPP-IV;Sønderborg;307
pro;202006;2;A10BD07;DPP-IV;Sønderborg;307
min;202006;1;A10BD07;DPP-IV;Thisted;504
pro;202006;1;A10BD07;DPP-IV;Thisted;504
min;202006;2;A10BD07;DPP-IV;Tåstrup;116
pro;202006;18;A10BD07;DPP-IV;Tåstrup;116
pro;202006;1;A10BD07;DPP-IV;Tønder;309
min;202006;1;A10BD07;DPP-IV;Varde;314
pro;202006;8;A10BD07;DPP-IV;Varde;314
min;202006;1;A10BD07;DPP-IV;Vejle;315
pro;202006;75;A10BD07;DPP-IV;Vejle;315
min;202006;14;A10BD07;DPP-IV;Vesterbro/Christianshavn;104
pro;202006;26;A10BD07;DPP-IV;Vesterbro/Christianshavn;104
min;202006;1;A10BD07;DPP-IV;Viborg;410
pro;202006;1;A10BD07;DPP-IV;Viborg;410
pro;202006;1;A10BD07;DPP-IV;Vordingborg;207
min;202006;12;A10BD07;DPP-IV;Ydre Århus;404
pro;202006;132;A10BD07;DPP-IV;Ydre Århus;404
min;202006;2;A10BD07;DPP-IV;Århus City;403
pro;202006;8;A10BD07;DPP-IV;Århus City;403
min;202006;6;A10BD08;DPP-IV;Aalborg City;502
pro;202006;7;A10BD08;DPP-IV;Aalborg City;502
min;202006;1;A10BD08;DPP-IV;Amager;102
pro;202006;5;A10BD08;DPP-IV;Amager;102
min;202006;12;A10BD08;DPP-IV;Ballerup;115
pro;202006;6;A10BD08;DPP-IV;Ballerup;115
min;202006;1;A10BD08;DPP-IV;Esbjerg;313
pro;202006;6;A10BD08;DPP-IV;Esbjerg;313
min;202006;1;A10BD08;DPP-IV;Frederiksberg;105
pro;202006;5;A10BD08;DPP-IV;Frederiksberg;105
min;202006;1;A10BD08;DPP-IV;Frederikssund;114
pro;202006;2;A10BD08;DPP-IV;Gentofte;109
pro;202006;7;A10BD08;DPP-IV;Glostrup;106
min;202006;3;A10BD08;DPP-IV;Haderslev;311
pro;202006;4;A10BD08;DPP-IV;Haderslev;311
min;202006;4;A10BD08;DPP-IV;Hadsund;501
pro;202006;3;A10BD08;DPP-IV;Hadsund;501
pro;202006;1;A10BD08;DPP-IV;Hedensted;401
pro;202006;3;A10BD08;DPP-IV;Helsingør;113
min;202006;3;A10BD08;DPP-IV;Hillerød;111
pro;202006;3;A10BD08;DPP-IV;Hillerød;111
min;202006;2;A10BD08;DPP-IV;Hjørring;507
pro;202006;2;A10BD08;DPP-IV;Hjørring;507
pro;202006;1;A10BD08;DPP-IV;Holstebro;408
min;202006;6;A10BD08;DPP-IV;Horsens;402
pro;202006;6;A10BD08;DPP-IV;Horsens;402
pro;202006;2;A10BD08;DPP-IV;Hørsholm;112
min;202006;1;A10BD08;DPP-IV;Kalundborg;203
pro;202006;5;A10BD08;DPP-IV;Kalundborg;203
pro;202006;1;A10BD08;DPP-IV;Kbh. NV;107
min;202006;2;A10BD08;DPP-IV;Kgs. Lyngby;110
pro;202006;9;A10BD08;DPP-IV;Kgs. Lyngby;110
pro;202006;3;A10BD08;DPP-IV;Kolding;312
min;202006;1;A10BD08;DPP-IV;Køge Bugt;201
pro;202006;5;A10BD08;DPP-IV;Køge Bugt;201
pro;202006;1;A10BD08;DPP-IV;Lolland;209
min;202006;2;A10BD08;DPP-IV;N/A;N/A
pro;202006;4;A10BD08;DPP-IV;N/A;N/A
min;202006;1;A10BD08;DPP-IV;Nyborg;302
