YEAR_MONTH,SECTOR_CODE,VOLUME,VALUE,WHO_ATC_CODE,MUNICIPALITY
202102,P,309,2666.85,A10BA02,Jammerbugt
202102,P,1,1734.86,A10BJ02,Sorø
202102,P,4,1428.78,A10BK01,Lolland
202102,P,1,90.45,A10BX02,Nordfyn
202102,P,8,2020.08,A10AC01,Hillerød
202102,P,3,103.92,A10BB12,Greve
202102,P,15,14770.5,A10BK03,Holbæk
202102,P,14,4306.5,A10BD20,Kalundborg
202102,P,1,563.13,A10AE06,København
202102,P,62,45719.6,A10BJ02,Jammerbugt
202102,P,7,3072.58,A10AE06,Hvidovre
202102,P,-5,-62.5,A10BA02,Slagelse
202102,P,10,9387.0,A10BH01,Vesthimmerland
202102,P,2,340.4,A10AB05,Stevns
202102,P,10,1767.4,A10AB05,Middelfart
202102,P,26,27362.17,A10BJ02,Slagelse
202102,P,1,16.5,A10BA02,Kerteminde
202102,P,2,51.88,A10BB12,Høje-Taastrup
202102,P,7,2675.05,A10AE05,Odder
202102,P,1,132.47,A10AC01,Struer
202102,P,24,484.64,A10BA02,København
202102,P,1,3473.72,A10BJ02,Frederikshavn
202102,P,3,2509.38,A10BD07,København
202102,P,1,255.15,A10AD05,Randers
202102,P,4,1323.48,A10AE04,Dragør
202102,P,131,2685.5,A10BA02,Herning
202102,P,6,4590.0,A10BJ06,Viborg
202102,P,10,2554.0,A10BD07,Lolland
202102,P,19,16148.86,A10BJ05,Horsens
202102,P,101,28457.86,A10AB05,Odense
202102,P,8,5198.08,A10BJ06,Rebild
202102,P,0,0.0,A10BB12,Slagelse
202102,P,22,21446.48,A10BJ06,Fredericia
202102,P,10,2624.1,A10AB04,Viborg
202102,P,47,20633.92,A10AE06,Silkeborg
202102,P,18,6077.16,A10AB05,Skanderborg
202102,P,31,492.82,A10BA02,København
202102,P,1,272.0,A10AC01,Lemvig
202102,P,-59,-16250.37,A10BD08,Aarhus
202102,P,3,48.6,A10BA02,Frederikssund
202102,P,2,1930.78,A10BK01,Silkeborg
202102,P,32,23513.48,A10BJ02,Hillerød
202102,P,-1,-364.48,A10BK01,Horsens
202102,P,-1,-227.5,A10BD08,Vejen
202102,P,43,13998.81,A10AE04,Brøndby
202102,P,4,1040.0,A10AD05,Norddjurs
202102,P,6,1446.0,A10AB05,Odder
202102,P,5,5271.43,A10BJ02,Skanderborg
202102,P,7,6716.78,A10BD08,Vordingborg
202102,P,4,3443.72,A10BH03,Billund
202102,P,1,239.0,A10AB05,Faaborg-Midtfyn
202102,P,4,6992.33,A10BJ02,Furesø
202102,P,1,865.0,A10BJ05,Kolding
202102,P,22,9689.74,A10AE06,Halsnæs
202102,P,-1,-980.0,A10BD08,Kolding
202102,P,-1,-332.47,A10BD08,Aarhus
202102,P,6,1446.0,A10AB05,Varde
202102,P,3,1135.71,A10BH02,Herning
202102,P,16,5428.59,A10BK01,Other
202102,P,2,1585.84,A10BJ05,Ishøj
202102,P,1,645.0,A10BJ06,Morsø
202102,P,6,5603.76,A10BH05,Rebild
202102,P,1,965.0,A10BD20,Lejre
202102,P,2,460.88,A10AB01,Frederiksberg
202102,P,35,1457.75,A10BA02,Furesø
202102,P,4,879.64,A10BD13,Hjørring
202102,P,4,3064.0,A10BJ06,Solrød
202102,P,-2,-1922.0,A10BH01,Holbæk
202102,P,2,42.0,A10BA02,Hørsholm
202102,P,3,2275.48,A10AE56,Frederiksberg
202102,P,147,25980.78,A10AB05,Aarhus
202102,P,2,2289.76,A10BK01,Guldborgsund
202102,P,3,171.0,A10BB09,Esbjerg
202102,P,65,30372.9,A10AE06,Mariagerfjord
202102,P,2,284.0,A10AB05,Holstebro
202102,P,1,974.84,A10BJ06,Glostrup
202102,P,8,12708.09,A10BJ02,Helsingør
202102,S,1,269.33,A10AB01,Herlev
202102,P,1,254.66,A10AB05,Kalundborg
202102,P,1,850.0,A10BD07,Holbæk
202102,P,11,3751.0,A10BK01,Kalundborg
202102,P,12,10473.0,A10BD08,Esbjerg
202102,P,1,311.0,A10BD20,Aarhus
202102,P,6,5100.0,A10BD07,Randers
202102,P,-10,-3454.0,A10BH01,København
202102,P,2,32.4,A10BA02,Rudersdal
202102,P,4,1877.12,A10AE06,Norddjurs
202102,P,5,1099.55,A10BD13,Tønder
202102,P,1,168.39,A10AB05,Skive
202102,P,3,2147.01,A10BJ02,Syddjurs
202102,P,10,210.0,A10BA02,Aarhus
202102,P,90,20699.6,A10AB01,Odense
202102,P,1,245.0,A10AB05,Odsherred
202102,P,6,144.0,A10BA02,Middelfart
202102,P,19,12470.11,A10BJ06,Varde
202102,P,-1,-142.0,A10AB05,Middelfart
202102,P,6,2025.51,A10BD15,Struer
202102,P,1,19.0,A10BB09,Vejen
202102,P,6,2033.21,A10BK01,Odder
202102,P,2,538.66,A10AB01,Kerteminde
202102,P,3,1180.32,A10BD16,Frederiksberg
202102,P,2,735.76,A10AD05,Frederikshavn
202102,P,35,11413.81,A10AE04,Varde
202102,P,-1,-113.54,A10AC01,Gentofte
202102,P,-2,-508.0,A10BD07,Odense
202102,P,-6,-2238.42,A10BK01,Varde
202102,P,6,1341.0,A10AE04,Sorø
202102,P,1,370.0,A10BK01,Gentofte
202102,P,1,1137.0,A10BK01,Allerød
202102,P,1,965.39,A10BK01,København
202102,P,13,12168.98,A10BH01,København
202102,P,5,4042.24,A10BD07,Esbjerg
202102,P,9,15740.18,A10BJ02,Frederikshavn
202102,P,1,1123.0,A10BK01,Vallensbæk
202102,P,-2,-721.06,A10BK01,Helsingør
202102,P,2,595.17,A10BH01,Rebild
202102,P,5,5264.29,A10BJ02,Allerød
202102,P,66,18538.2,A10AB05,Frederiksberg
202102,P,66,19010.64,A10AE04,Kolding
202102,P,1,766.0,A10BJ06,Brønderslev
202102,P,11,9461.1,A10AE06,Billund
202102,P,61,13633.5,A10AE04,Norddjurs
202102,P,1,1076.0,A10BD15,Esbjerg
202102,P,-1,-849.0,A10BD07,Lyngby-Taarbæk
202102,P,7,2122.1,A10BH01,Skanderborg
202102,P,15,15423.04,A10BK03,Bornholm
202102,P,7,113.4,A10BA02,Helsingør
202102,P,20,11504.2,A10AE04,Svendborg
202102,P,1,354.49,A10AB05,Favrskov
202102,P,10,4673.44,A10AE06,Stevns
202102,P,21,874.65,A10BA02,Faaborg-Midtfyn
202102,P,2,612.38,A10BK04,Guldborgsund
202102,P,71,19880.0,A10AB05,Herning
202102,P,16,11756.74,A10BJ02,Gentofte
202102,P,12,3456.48,A10AE04,Brønderslev
202102,P,4,2304.32,A10AE04,Fredensborg
202102,P,50,16241.82,A10AE04,Kolding
202102,P,-1,-1049.4,A10BD20,Kolding
202102,P,5,1480.8,A10AB05,Skanderborg
202102,P,-9,-148.5,A10BA02,Kolding
202102,P,1,1144.88,A10BK01,Norddjurs
202102,P,3,2565.36,A10BJ05,Vordingborg
202102,P,15,11292.3,A10BJ02,Rudersdal
202102,P,8,2614.8,A10AE04,Esbjerg
202102,P,1,301.25,A10BH01,København
202102,P,1,254.66,A10AB05,Furesø
202102,P,17,4760.0,A10AB05,Frederikshavn
202102,P,53,17634.43,A10AE04,Høje-Taastrup
202102,P,19,3242.8,A10AB05,Tønder
202102,P,3,2808.57,A10BH01,Køge
202102,P,3,1050.96,A10BK01,Tårnby
202102,P,4,1471.52,A10AD05,København
202102,P,2,938.0,A10AE06,Aabenraa
202102,P,-7,-77.0,A10BA02,Lolland
202102,P,9,9256.16,A10BK03,Kerteminde
202102,P,1,923.0,A10BD20,Gribskov
202102,P,1,229.65,A10BD07,Nyborg
202102,P,-1,-227.5,A10BD08,Kalundborg
202102,P,6,158.8,A10BB12,Køge
202102,P,-2,-1630.0,A10BD07,Vallensbæk
202102,P,0,0.0,A10BD08,Helsingør
202102,P,378,3255.0,A10BA02,Odsherred
202102,P,1,1037.0,A10BK03,Other
202102,P,1,13.9,A10BA02,Vordingborg
202102,P,7,1189.86,A10AB05,Faxe
202102,P,44,14881.64,A10BK01,Kalundborg
202102,P,39,14903.85,A10AE05,Sønderborg
202102,P,28,12297.6,A10AE06,Brøndby
202102,P,3,3411.0,A10BK01,Frederikshavn
202102,P,9,374.85,A10BA02,Norddjurs
202102,P,4,4203.96,A10BK01,Tårnby
202102,P,0,-16.0,A10BH02,Fredensborg
202102,P,11,10912.57,A10BK03,Frederiksberg
202102,P,3,3411.0,A10BK01,Rebild
202102,P,1,337.62,A10AB05,Sorø
202102,P,3,828.0,A10AC01,Billund
202102,P,13,4026.25,A10AE04,Roskilde
202102,P,-1,-938.22,A10BD20,Brønderslev
202102,P,5,2400.3,A10AE04,Lejre
202102,P,-1,-1144.88,A10BK01,Frederiksberg
202102,P,-4,-952.32,A10AC01,Horsens
202102,P,-11,-126.5,A10BA02,Lyngby-Taarbæk
202102,P,1,815.0,A10BD07,København
202102,P,1,70.0,A10BA02,Assens
202102,P,19,14820.0,A10BD07,Køge
202102,P,39,18234.89,A10AE06,Jammerbugt
202102,P,1,23.0,A10BB12,Tønder
202102,P,2,1501.94,A10BJ01,Holbæk
202102,S,16,4286.4,A10AD05,Aalborg
202102,P,6,1680.0,A10AB05,Lejre
202102,P,26,12201.28,A10AE06,Esbjerg
202102,P,1,365.48,A10BK01,Nyborg
202102,P,6,2031.12,A10BK03,Faxe
202102,P,7,1606.25,A10BD07,Rødovre
202102,P,1,308.31,A10BD15,Odsherred
202102,P,1,752.82,A10BJ02,Thisted
202102,P,1,171.99,A10AB05,Furesø
202102,P,5,857.8,A10AB06,Viborg
202102,P,1,1050.99,A10BK01,Stevns
202102,P,1,904.22,A10BD20,Vejen
202102,P,1,877.8,A10AE56,Assens
202102,P,11,458.15,A10BA02,Fanø
202102,P,9,6775.38,A10BJ02,Vallensbæk
202102,P,1,296.16,A10AB05,Ikast-Brande
202102,P,3,803.7,A10AD05,Holstebro
202102,P,171,149066.9,A10BJ06,Esbjerg
202102,S,5,4874.2,A10BJ06,Aalborg
202102,P,150,1612.5,A10BA02,Allerød
202102,P,3,69.0,A10BB12,Mariagerfjord
202102,P,1,337.62,A10AB05,Varde
202102,P,3,1012.86,A10AB05,Billund
202102,P,2,979.85,A10BH01,Høje-Taastrup
202102,P,-1,-71.5,A10BB09,København
202102,P,3,5580.0,A10BJ02,Solrød
202102,P,2,2066.0,A10BK03,Gribskov
202102,P,15,146.25,A10BA02,Køge
202102,P,6,2008.8,A10BK02,Skive
202102,P,26,223.6,A10BA02,Samsø
202102,P,45,46434.45,A10BK03,Other
202102,P,11,1876.92,A10AB05,Roskilde
202102,P,20,7536.0,A10BK01,Færøerne
202102,P,1,382.29,A10BH02,Vejle
202102,P,1,336.0,A10BH01,Skive
202102,P,1,1882.02,A10BJ02,Ballerup
202102,P,37,12587.53,A10BK01,Frederikssund
202102,P,-1,-806.08,A10BD07,Guldborgsund
202102,P,1,902.0,A10BD08,Køge
202102,P,1,929.89,A10BD20,Glostrup
202102,P,16,10339.68,A10BJ06,Holstebro
202102,P,9,2468.0,A10AC01,Høje-Taastrup
202102,P,64,10450.72,A10AB05,Næstved
202102,P,15,5025.09,A10BK03,Struer
202102,P,7,168.0,A10BA02,Tårnby
202102,P,108,928.8,A10BA02,Morsø
202102,P,22,8407.3,A10AE05,Vejle
202102,P,1,769.3,A10BH04,Esbjerg
202102,P,5,4984.05,A10BK02,Egedal
202102,P,3,2258.46,A10BJ02,Hørsholm
202102,P,1,1749.57,A10BJ02,Hillerød
202102,P,1,343.07,A10BD20,Assens
202102,P,1,333.33,A10BH01,Ishøj
202102,P,1,21.0,A10BA02,Frederiksberg
202102,P,7,2360.52,A10BK03,København
202102,P,1,1743.62,A10BJ02,Odsherred
202102,P,5,4669.8,A10BH05,Furesø
202102,P,1,1136.74,A10BK01,Allerød
202103,P,4,3068.0,A10BJ06,Køge
202103,P,4,3735.8,A10BH01,Tønder
202103,P,-7,-3941.91,A10AE06,Hjørring
202102,P,31,10587.04,A10BK03,Roskilde
202102,P,13,13520.0,A10BK03,Frederikssund
202102,P,-9,-2478.87,A10BD08,København
202102,S,8,3777.6,A10AE04,Kolding
202102,P,1,372.0,A10BH02,Frederikshavn
202102,P,1,58.0,A10BB09,Aarhus
202102,P,11,10659.0,A10BK01,Halsnæs
202103,P,17,708.05,A10BA02,Hedensted
202103,P,10,644.58,A10BA02,Favrskov
202102,P,26,269.25,A10BA02,Herning
202102,P,8,538.17,A10BA02,Furesø
202103,P,6,1838.97,A10AE04,Hedensted
202103,P,12,5760.72,A10AE04,Rebild
202103,P,20,4470.0,A10AE04,Rødovre
202103,P,3,2550.0,A10BD07,Langeland
202103,P,1,239.0,A10AB05,Norddjurs
202103,P,5,1488.55,A10BD20,Vordingborg
202103,P,5,5021.74,A10BK01,Hvidovre
202103,P,6,4596.0,A10BJ06,Lemvig
202103,P,1,767.0,A10BJ06,København
202103,P,4,1339.2,A10BK02,Aarhus
202102,P,1,247.71,A10BD07,København
202102,P,2,594.58,A10AD01,Næstved
202103,P,19,6430.22,A10BK03,Herlev
202103,P,4,879.64,A10BD13,Skanderborg
202103,P,2,657.26,A10BD20,Syddjurs
202103,P,6,2796.0,A10AE06,Hedensted
202103,P,6,4624.62,A10BD07,Hedensted
202102,P,2,65.26,A10BB12,Dragør
202103,P,6,1372.7,A10BD07,Kerteminde
202103,P,1,292.0,A10AB05,Bornholm
202103,P,8,7674.61,A10BD20,Odense
202103,P,96,93494.64,A10BJ06,Roskilde
202103,P,2,2280.0,A10BD15,Greve
202103,P,-1,-249.0,A10BH01,Holbæk
202103,P,5,3830.0,A10BJ06,Lyngby-Taarbæk
202103,P,1,1743.62,A10BJ02,Hillerød
202103,P,18,3181.32,A10AB05,Brønderslev
202103,P,3,891.87,A10AD01,Horsens
202103,P,70,75427.72,A10BJ02,Aalborg
202103,P,5,1511.75,A10AD05,Hjørring
202103,P,3,2326.31,A10BD07,Fredericia
202103,P,2,661.74,A10AE04,Rebild
202103,P,4,3719.48,A10BH01,Gentofte
202103,P,11,4203.65,A10AE05,Vallensbæk
202103,P,4,956.0,A10AB05,Gladsaxe
202103,P,4,3667.44,A10BD08,Kolding
202103,P,12,3593.85,A10BD20,Viborg
202103,P,-2,-70.0,A10BB12,Gribskov
202103,P,7,2301.25,A10AE04,Esbjerg
202103,P,26,4382.42,A10AB05,Kolding
202103,P,9,2520.0,A10AB05,Mariagerfjord
202103,P,4,1348.0,A10BK01,Morsø
202103,P,2,1512.0,A10BD07,Gentofte
202103,P,2,1993.62,A10BK02,Halsnæs
202103,P,1,769.3,A10BH04,Hjørring
202103,P,1,219.91,A10BH04,København
202103,P,5,1099.55,A10BD13,Frederikshavn
202103,P,47,509.95,A10BA02,Haderslev
202103,P,22,297.0,A10BA02,Næstved
202103,P,2,1174.2,A10BD19,Rudersdal
202103,P,13,3611.0,A10BH01,Haderslev
202103,P,4,7320.0,A10BJ02,Favrskov
202103,P,-1,-961.0,A10BH01,Sorø
202103,P,14,3203.96,A10AB01,Nordfyn
202103,P,2,976.0,A10BH01,Norddjurs
202103,P,2,592.32,A10AB05,Slagelse
202103,P,7,2058.49,A10AB05,Holbæk
202103,P,1,328.75,A10AE04,Vallensbæk
202103,P,1,1761.31,A10BD19,Vejle
202103,P,23,8243.89,A10BH02,Holbæk
202103,P,334,86320.0,A10AD05,Aarhus
202103,P,62,666.6,A10BA02,Favrskov
202103,P,6,2292.9,A10AE05,Brønderslev
202103,P,15,183.45,A10BA02,Jammerbugt
202103,P,14,4632.18,A10AE04,Ringkøbing-Skjern
202103,P,1,11.0,A10BA02,Vordingborg
202103,P,2,578.0,A10AB05,Fredensborg
202103,P,1,376.49,A10AE04,Randers
202103,P,6,153.0,A10BA02,Frederiksberg
202103,P,2,699.88,A10BK01,Syddjurs
202103,P,3,2112.0,A10BJ05,Kolding
202103,P,9,2665.44,A10AB05,Aarhus
202103,P,15,3983.4,A10BD08,Horsens
202103,P,20,5164.0,A10AD05,Gribskov
202103,P,11,3255.45,A10BD20,København
202103,P,24,492.0,A10BA02,Billund
202103,P,1,311.0,A10BD20,København
202103,P,4,3847.56,A10BD20,Haderslev
202103,P,10,632.7,A10BA02,Mariagerfjord
202103,P,7,2363.34,A10AB05,Allerød
202103,P,3,5555.0,A10BJ02,Færøerne
202103,P,6,379.8,A10BA02,Odder
202103,P,18,5556.92,A10AE04,Køge
202103,P,2,214.14,A10AC01,Faxe
202103,P,21,3453.24,A10AB05,Glostrup
202103,P,4,4546.96,A10BD15,Glostrup
202103,P,20,270.0,A10BA02,Glostrup
202103,P,10,135.0,A10BA02,Vordingborg
202103,P,1,354.49,A10AB05,København
202103,P,5,2395.0,A10AE04,Silkeborg
202103,S,9,2404.08,A10BH01,Roskilde
202103,P,3,683.85,A10BD07,Middelfart
202103,P,5,4984.05,A10BK02,Nordfyn
202103,P,1,15.5,A10BA02,Rudersdal
202103,P,2,1429.26,A10BJ05,København
202103,P,0,-60.96,A10BD07,Kolding
202103,P,-2,-2280.0,A10BD15,Haderslev
202103,P,12,2901.36,A10AC01,Holbæk
202103,P,8,6128.0,A10BJ06,Odsherred
202103,P,8,1328.0,A10AB05,Holstebro
202103,P,12,13340.28,A10BK01,Hillerød
202103,P,11,9580.96,A10BD20,Sønderborg
202103,P,5,8718.1,A10BJ02,Fredensborg
202103,P,8,506.16,A10BA02,Nordfyn
202103,P,66,63105.54,A10BK03,Aalborg
202103,P,3,2893.32,A10BK03,København
202103,P,1,247.71,A10BD07,Ikast-Brande
202103,P,24,7787.5,A10BK03,Aarhus
202103,P,15,285.77,A10BA02,Faaborg-Midtfyn
202103,P,10,9700.0,A10BJ06,Hedensted
202103,P,4,3064.0,A10BJ06,Albertslund
202103,P,4,1423.28,A10BK01,Lolland
202007,P,2,143.64,A10BA02,Lejre
202008,P,-2,-224.0,A10BB09,Glostrup
202007,P,0,0.0,A10BA02,Hedensted
202008,P,3,120.0,A10BB12,Aarhus
202008,P,2,633.44,A10BK03,Odense
202008,P,3,1071.75,A10BH02,Haderslev
202008,P,5,7905.75,A10BJ02,Bornholm
202008,P,4,84.0,A10BA02,Gribskov
202008,P,1,777.89,A10BD07,Lemvig
202008,P,3,2142.36,A10BD07,Hvidovre
202008,P,1,1144.88,A10BK01,Other
202007,P,1,1136.74,A10BD15,Silkeborg
202007,P,2,548.92,A10AE06,Ishøj
202007,P,4,2110.62,A10BH01,Odder
202007,P,1,313.75,A10BD08,Allerød
202007,P,17,17166.0,A10BK03,Holbæk
202007,P,5,57.0,A10BA02,Ærø
202008,P,2,1502.2,A10BD07,Glostrup
202008,P,4,3064.0,A10BJ06,Helsingør
202008,P,8,2862.95,A10BH02,Norddjurs
202008,P,10,2750.0,A10AD05,Syddjurs
202008,P,6,1915.44,A10BK01,Mariagerfjord
202008,P,13,4274.92,A10BK01,Odense
202008,P,43,473.0,A10BA02,Holbæk
202008,P,3,310.2,A10BB09,Gladsaxe
202008,P,8,5687.76,A10BJ02,Middelfart
202008,P,5,1791.2,A10BH02,Mariagerfjord
202008,P,13,4352.4,A10BK02,Mariagerfjord
202008,P,4,4546.96,A10BD15,Slagelse
202008,P,2,3172.46,A10BJ02,Vallensbæk
202007,P,2,2073.3,A10BH05,Aarhus
202007,P,3,1012.86,A10AB05,Favrskov
202008,P,2,2014.0,A10BK03,Odder
202008,P,5,3263.8,A10BJ06,Sønderborg
202008,P,10,331.0,A10BB12,Ringkøbing-Skjern
202008,P,92,1012.0,A10BA02,Guldborgsund
202008,P,13,7902.23,A10BJ06,Tårnby
202008,P,5,1788.23,A10BH02,Tårnby
202008,P,11,3312.65,A10BK01,Kerteminde
202008,P,193,2586.1,A10BA02,Faaborg-Midtfyn
202008,P,719,9739.52,A10BA02,Odense
202008,P,1,103.4,A10BB09,Esbjerg
202008,P,11,3850.88,A10AE04,Ringkøbing-Skjern
202007,P,1,886.0,A10AE56,Gentofte
202008,P,8,8308.61,A10BK01,Favrskov
202008,P,2,71.0,A10BB09,Sønderborg
202008,P,14,9188.06,A10BJ06,Køge
202008,P,27,1938.6,A10BA02,Frederikssund
202008,P,1,246.28,A10BD08,Rudersdal
202008,P,7,1885.31,A10AB01,Jammerbugt
202008,P,3,512.97,A10AB05,Holbæk
202008,P,16,2701.45,A10AB05,Fredericia
202008,P,3,1555.17,A10BH01,Svendborg
202008,P,11,2458.5,A10AE04,Kerteminde
202008,P,8,1512.48,A10AB05,Randers
202008,P,-1,-1003.28,A10BD20,Haderslev
202008,P,3,1738.46,A10BJ05,Helsingør
202008,P,3,961.29,A10BK01,København
202008,P,7,7054.11,A10BK03,Holbæk
202008,P,6,5266.8,A10AE56,Brønderslev
202008,P,3,690.81,A10BD07,Ikast-Brande
202007,P,33,21541.08,A10BJ06,Gladsaxe
202007,P,-2,-336.0,A10AB05,København
202007,P,4,3544.0,A10AE56,Lemvig
202008,P,37,26289.11,A10BJ02,Aabenraa
202008,P,0,0.0,A10BK01,Mariagerfjord
202008,P,12,3348.0,A10BH01,Aabenraa
202008,P,18,6049.8,A10AE04,Albertslund
202008,P,3,783.0,A10AB05,Middelfart
202008,P,8,168.0,A10BA02,København
202008,P,2,2038.44,A10BH03,Odense
202008,P,10,2299.82,A10BD08,Frederiksberg
202008,P,12,162.0,A10BA02,Rebild
202008,P,2,83.3,A10BA02,Assens
202008,P,-5,-540.0,A10BB09,Ringkøbing-Skjern
202008,P,4,958.44,A10BD07,Fredensborg
202008,P,2,1469.02,A10BD08,Brøndby
202008,P,6,3461.77,A10BJ05,Hvidovre
202007,P,21,14478.88,A10BJ02,Fredensborg
202007,P,8,2200.0,A10AD05,Glostrup
202008,P,2,50.26,A10BB12,Rødovre
202008,P,9,7008.69,A10BD07,Gentofte
202008,P,1,563.13,A10AE06,Randers
202008,P,15,2651.1,A10AB05,Frederiksberg
202008,P,1,317.68,A10BK01,Fredericia
202008,P,3,723.27,A10BD07,Greve
202008,P,3,40.47,A10BB12,Rudersdal
202008,P,3,765.0,A10AB06,Tårnby
202008,P,2,528.0,A10BD08,Vesthimmerland
202008,P,1,998.09,A10BK02,Hedensted
202008,P,13,13534.85,A10BK01,Morsø
202008,P,11,20702.22,A10BJ02,Kalundborg
202008,P,-3,-903.93,A10BD11,Aalborg
202008,P,25,18011.81,A10BJ02,Ishøj
202008,P,22,17125.1,A10BD07,Aalborg
202008,P,28,28196.0,A10BK03,Esbjerg
202008,P,4,958.44,A10BD07,Brøndby
202008,P,20,9789.4,A10AE06,Tønder
202008,P,2,1763.38,A10BD15,Vordingborg
202008,P,1,864.0,A10BJ05,Faxe
202008,P,8,2835.92,A10AB05,Lolland
202008,P,-1,-120.98,A10BB09,Viborg
202008,P,-1,-95.0,A10BB12,Halsnæs
202008,P,4,100.0,A10BA02,Helsingør
202008,P,5,4008.05,A10BD07,Silkeborg
202008,P,23,1651.4,A10BA02,Rødovre
202008,P,3,2223.0,A10BJ06,Esbjerg
202008,P,5,854.95,A10AB05,Greve
202008,S,6,5855.1,A10BH01,Herlev
202008,P,14,4328.38,A10BH05,Gladsaxe
202008,P,3,1955.52,A10BJ06,Gribskov
202008,P,1,975.85,A10BH01,Nyborg
202008,P,1,155.0,A10BB01,Vordingborg
202008,P,13,3432.0,A10BD08,Randers
202008,P,-1,-392.09,A10BH02,København
202008,P,3,779.79,A10AB05,Rudersdal
202008,P,66,1532.95,A10BA02,Jammerbugt
202008,P,1,324.0,A10BK01,Tårnby
202008,P,-1,-894.29,A10BD08,Aabenraa
202008,P,10,2727.5,A10AD05,Ballerup
202008,P,2,576.08,A10AE04,Fredensborg
202008,P,12,2682.0,A10AE04,Brønderslev
202008,P,23,6352.01,A10AD05,Mariagerfjord
202008,P,10,1767.4,A10AB05,Halsnæs
202008,P,3,864.12,A10AE04,Hørsholm
202008,P,4,2252.52,A10AE06,Holbæk
202008,P,10,2695.59,A10AC01,Lyngby-Taarbæk
202008,P,65,46115.67,A10BJ02,Odense
202008,P,21,9735.44,A10AE06,Ringkøbing-Skjern
202008,P,3,2620.59,A10BD08,Rødovre
202008,P,1,1103.0,A10BK01,Holbæk
202008,P,8,4505.04,A10AE06,Aarhus
202008,P,31,14547.68,A10AE06,København
202008,P,13,4369.3,A10AE04,Struer
202008,P,1,766.0,A10BJ06,Norddjurs
202008,P,4,3820.0,A10BD20,Viborg
202008,P,4,1038.0,A10AB05,Fredericia
202008,P,448,4688.4,A10BA02,Favrskov
202008,P,3,689.06,A10BD08,Favrskov
202008,P,4,1339.2,A10BK02,Vejle
202008,P,8,2182.0,A10AD05,Lemvig
202008,P,-3,-1036.89,A10BK03,Tårnby
202008,P,2,42.0,A10BA02,Frederiksberg
202008,P,5,845.9,A10AB05,Ballerup
202008,P,13,12934.49,A10BK03,Horsens
202008,P,4,1056.0,A10BD08,Ikast-Brande
202008,P,1,939.23,A10BD08,Faxe
202008,P,2,249.84,A10BB12,Silkeborg
202008,P,1,975.85,A10BH01,Odder
202008,P,5,5038.65,A10BK03,Nordfyn
202008,P,1,349.75,A10BD20,København
202008,P,12,430.0,A10BB09,Aarhus
202008,P,6,4759.38,A10BD15,Varde
202008,P,10,2579.96,A10AB05,Guldborgsund
202008,P,11,2586.76,A10BD07,København
202008,P,12,4253.88,A10AB05,Ringkøbing-Skjern
202008,P,42,12097.68,A10AE04,Nordfyn
202008,P,-1,-758.61,A10BD08,Skive
202008,P,4,1222.4,A10BH01,Helsingør
202008,P,1,26.6,A10BB09,Faxe
202008,P,23,10463.68,A10AE06,Ishøj
202008,P,4,4021.62,A10BK03,Dragør
202008,P,1,625.15,A10BJ06,Holstebro
202008,P,1,171.0,A10AB05,Odder
202008,P,1,321.0,A10BK01,Vesthimmerland
202008,P,3,574.05,A10AB05,Gladsaxe
202008,P,4,62.0,A10BA02,Nyborg
202008,P,66,31683.96,A10AE04,Fredericia
202008,P,46,10281.0,A10AE04,Norddjurs
202008,P,96,1259.52,A10BA02,Sorø
202008,P,1,369.08,A10BH03,Aalborg
202008,P,2,3469.21,A10BJ02,Køge
202008,P,50,600.0,A10BA02,Middelfart
202008,P,1,19.8,A10BB12,Roskilde
202008,P,5,880.5,A10AB04,Esbjerg
202008,P,-2,-1489.04,A10BD08,Næstved
202008,P,27,17474.25,A10BJ06,Varde
202008,P,8,7728.64,A10BH01,Kalundborg
202008,P,2,548.18,A10AB01,Aarhus
202008,P,2,525.18,A10AB04,Randers
202008,P,-1,-601.43,A10BH01,Hillerød
202008,P,3,2298.0,A10BJ06,Glostrup
202008,P,33,363.0,A10BA02,Gladsaxe
202008,P,3,2910.0,A10BH01,Varde
202008,P,5,5293.7,A10BJ02,Hvidovre
202008,S,4,1904.52,A10AE04,Næstved
202008,P,5,7905.75,A10BJ02,Fredericia
202008,P,3,836.0,A10BH01,Middelfart
202008,P,-7,-1237.18,A10AB05,Esbjerg
202008,P,2,42.0,A10BA02,Næstved
202008,P,11,7702.63,A10BJ02,Vejen
202008,P,1,539.34,A10AD05,Billund
202008,P,5,1276.25,A10AB06,Frederikshavn
202008,P,1,971.45,A10BD20,Odder
202008,P,3,956.16,A10BK01,Viborg
202008,P,11,350.0,A10BB12,Ballerup
202008,P,1,248.66,A10BD08,Frederikssund
202008,P,20,440.0,A10BA02,Tønder
202008,P,7,2108.05,A10BK01,Stevns
202008,P,3,940.5,A10AE04,Glostrup
202008,P,2,2033.26,A10BH05,Svendborg
202008,P,11,3550.8,A10BK01,Helsingør
202008,P,4,101.85,A10BB12,Rebild
202008,P,3,1009.77,A10BK03,Køge
202008,P,2,1467.2,A10BD08,Solrød
202008,P,4,2978.08,A10BD08,Haderslev
202008,P,4,117.3,A10BB12,Odder
202008,P,119,2439.5,A10BA02,Ikast-Brande
202008,P,3,124.95,A10BA02,Ringkøbing-Skjern
202008,P,1,3491.25,A10BJ02,Helsingør
202008,P,5,3578.05,A10BD08,Lyngby-Taarbæk
