YEAR_MONTH;BRICK_CODE;VOLUME;VALUE;MARKET
201909;109;202;114882,26;DPP-IV
201909;110;243;150242,85;DPP-IV
201909;111;330;170436,91;DPP-IV
201909;112;247;126797,12;DPP-IV
201909;113;275;141759,25;DPP-IV
201909;114;470;233845,64;DPP-IV
201909;115;421;220202,06;DPP-IV
201909;116;534;257117,46;DPP-IV
201909;201;469;230765,09;DPP-IV
201909;202;356;198144,3;DPP-IV
201909;203;439;234172,4;DPP-IV
201909;204;267;153144,05;DPP-IV
201909;205;308;154220,56;DPP-IV
201909;206;318;142549;DPP-IV
201909;207;196;108243,83;DPP-IV
201909;208;197;113012,52;DPP-IV
201909;209;311;126793,74;DPP-IV
201909;301;197;102457,74;DPP-IV
201909;302;232;128307,99;DPP-IV
201909;303;195;99185,76;DPP-IV
201909;304;396;225576,92;DPP-IV
201909;305;176;95609,39;DPP-IV
201909;306;196;99694,42;DPP-IV
201909;307;339;180858,46;DPP-IV
201909;308;437;229566,53;DPP-IV
201909;309;205;87180,25;DPP-IV
201909;310;113;56679,97;DPP-IV
201909;311;217;124642,57;DPP-IV
201909;312;332;167742,68;DPP-IV
201909;313;299;130763,58;DPP-IV
201909;314;279;151724,97;DPP-IV
201909;315;267;149526,04;DPP-IV
201909;401;141;85817,42;DPP-IV
201909;402;355;183903,6;DPP-IV
201909;403;102;52551,27;DPP-IV
201909;404;524;281185,53;DPP-IV
201909;405;313;177654,86;DPP-IV
201909;406;324;173515,52;DPP-IV
201909;407;104;59426,56;DPP-IV
201909;408;313;188480,64;DPP-IV
201909;409;192;100608,62;DPP-IV
201909;410;251;123534,16;DPP-IV
201909;411;433;238919,68;DPP-IV
201909;412;264;134697,46;DPP-IV
201909;501;407;230299,17;DPP-IV
201909;502;256;137249,1;DPP-IV
201909;503;326;179511,2;DPP-IV
201909;504;247;126813,44;DPP-IV
201909;505;137;75741,57;DPP-IV
201909;506;226;145416,62;DPP-IV
201909;507;178;115295,94;DPP-IV
201909;508;350;196931,47;DPP-IV
201909;601;95;77398,93;DPP-IV
201909;700;69;41514,55;DPP-IV
201911;101;76;52070,52;DPP-IV
201911;102;446;274334,81;DPP-IV
201911;103;195;99778,34;DPP-IV
201911;104;188;109424,25;DPP-IV
201911;105;273;156799,1;DPP-IV
201911;106;746;427527,15;DPP-IV
201911;107;260;151549,65;DPP-IV
201911;108;138;74132,55;DPP-IV
201911;109;180;111195,43;DPP-IV
201911;110;154;107847,22;DPP-IV
201911;111;298;172191,05;DPP-IV
201911;112;185;97599,95;DPP-IV
201911;113;303;150784,73;DPP-IV
201911;114;331;176157,5;DPP-IV
201911;115;342;191699,94;DPP-IV
201911;116;552;262098,49;DPP-IV
201911;201;465;218478,07;DPP-IV
201911;202;307;199454,43;DPP-IV
201911;203;441;229033,73;DPP-IV
201911;204;210;122401,8;DPP-IV
201911;205;242;131826,14;DPP-IV
201911;206;286;133493,6;DPP-IV
201911;207;214;113868,53;DPP-IV
201911;208;231;131078,86;DPP-IV
201911;209;279;144439,24;DPP-IV
201911;301;162;88290,47;DPP-IV
201911;302;173;100832,2;DPP-IV
201911;303;149;70890,91;DPP-IV
201911;304;314;186214,98;DPP-IV
201911;305;114;67173,05;DPP-IV
201911;306;148;78906,7;DPP-IV
201911;307;310;176120,17;DPP-IV
201911;308;443;231550,73;DPP-IV
201911;309;240;109964,76;DPP-IV
201911;310;98;59795,51;DPP-IV
201911;311;176;99299,73;DPP-IV
201911;312;276;136544,69;DPP-IV
201911;313;319;148238,33;DPP-IV
201911;314;253;118754,13;DPP-IV
201911;315;250;139903,62;DPP-IV
201911;401;128;66965,76;DPP-IV
201911;402;289;145425,1;DPP-IV
201911;403;144;74949,67;DPP-IV
201911;404;497;264953,43;DPP-IV
201911;405;289;161001,01;DPP-IV
201911;406;261;137637,78;DPP-IV
201911;407;96;59005,85;DPP-IV
201911;408;303;183561,83;DPP-IV
201911;409;182;111184,86;DPP-IV
201911;410;275;134259,71;DPP-IV
201911;411;494;254049,21;DPP-IV
201911;412;203;108483,05;DPP-IV
201911;501;302;187386,45;DPP-IV
201911;502;256;138548,69;DPP-IV
201911;503;272;155377,26;DPP-IV
201911;504;245;134439,49;DPP-IV
201911;505;150;88406,28;DPP-IV
201911;506;188;108052,08;DPP-IV
201911;507;170;107636,71;DPP-IV
201911;508;333;162972,19;DPP-IV
201911;601;115;93716,62;DPP-IV
201911;700;96;58562,46;DPP-IV
201912;101;95;50336,27;DPP-IV
201912;102;624;340103,98;DPP-IV
201912;103;287;148702,95;DPP-IV
201912;104;318;172549,11;DPP-IV
201912;105;324;166067,41;DPP-IV
201912;106;754;413850,17;DPP-IV
201912;107;362;185281,55;DPP-IV
201912;108;260;142566,03;DPP-IV
201912;109;238;145536,37;DPP-IV
201912;110;214;132237,82;DPP-IV
201912;111;399;231110,96;DPP-IV
201912;112;328;176541,77;DPP-IV
201912;113;408;210596,61;DPP-IV
201912;114;440;239222,96;DPP-IV
201912;115;405;221586,66;DPP-IV
201912;116;640;311411,26;DPP-IV
201912;201;578;261128,09;DPP-IV
201912;202;419;233545,55;DPP-IV
201912;203;486;274963,71;DPP-IV
201912;204;250;135729,23;DPP-IV
201912;205;343;166216,92;DPP-IV
201912;206;388;184764,36;DPP-IV
201912;207;260;126836,49;DPP-IV
201912;208;252;126676,74;DPP-IV
201912;209;394;161978,92;DPP-IV
201912;301;253;131687,4;DPP-IV
201912;302;238;127417,83;DPP-IV
201912;303;239;128652,15;DPP-IV
201912;304;350;195466,15;DPP-IV
201912;305;188;119612,95;DPP-IV
201912;306;216;124100,91;DPP-IV
201912;307;361;212987,36;DPP-IV
201912;308;516;262728,45;DPP-IV
201912;309;240;96430,48;DPP-IV
201912;310;124;67252,91;DPP-IV
201912;311;277;157508,7;DPP-IV
201912;312;378;189966,85;DPP-IV
201912;313;447;214792,36;DPP-IV
201912;314;297;152007,61;DPP-IV
201912;315;331;179547,63;DPP-IV
201912;401;164;101101,12;DPP-IV
201912;402;397;212026,81;DPP-IV
201912;403;123;62141,3;DPP-IV
201912;404;584;309526,96;DPP-IV
201912;405;297;142369,02;DPP-IV
201912;406;352;215308,59;DPP-IV
201912;407;137;84073,21;DPP-IV
201912;408;389;246067,51;DPP-IV
201912;409;246;120336,83;DPP-IV
201912;410;273;145451,76;DPP-IV
201912;411;507;275367,71;DPP-IV
201912;412;267;151687,54;DPP-IV
201912;501;456;261660,15;DPP-IV
201912;502;229;129952,84;DPP-IV
201912;503;359;207675,51;DPP-IV
201912;504;273;133473,3;DPP-IV
201912;505;146;80684,24;DPP-IV
201912;506;271;165207,98;DPP-IV
201912;507;214;140522,61;DPP-IV
201912;508;402;216474,96;DPP-IV
201912;601;97;74059,14;DPP-IV
201912;700;85;49278,21;DPP-IV
202001;101;99;60992,96;DPP-IV
202001;102;599;280212,4;DPP-IV
202001;103;267;132374,6;DPP-IV
202001;104;297;167984,83;DPP-IV
202001;105;304;172319,25;DPP-IV
202001;106;844;433916,24;DPP-IV
202001;107;378;185991,6;DPP-IV
202001;108;205;114446,46;DPP-IV
202001;109;197;107092,96;DPP-IV
202001;110;272;157422,85;DPP-IV
202001;111;400;218860,48;DPP-IV
202001;112;315;157990,92;DPP-IV
202001;113;367;200750,35;DPP-IV
202001;114;400;209985,2;DPP-IV
202001;115;382;197337,58;DPP-IV
202001;116;546;269118,87;DPP-IV
202001;201;477;221703,81;DPP-IV
202001;202;327;173075,54;DPP-IV
202001;203;555;283119,72;DPP-IV
202001;204;262;134940,89;DPP-IV
202001;205;334;175728,21;DPP-IV
202001;206;347;150240,94;DPP-IV
202001;207;211;109439,27;DPP-IV
202001;208;271;147968,16;DPP-IV
202001;209;277;136002,33;DPP-IV
202001;301;185;96305,01;DPP-IV
202001;302;253;138337,39;DPP-IV
202001;303;224;122389,63;DPP-IV
202001;304;364;204201,35;DPP-IV
202001;305;109;55792,72;DPP-IV
202001;306;139;72100,87;DPP-IV
202001;307;311;161755,66;DPP-IV
202001;308;356;182884,64;DPP-IV
202001;309;272;136478,38;DPP-IV
202001;310;83;42888,42;DPP-IV
202001;311;240;132016,55;DPP-IV
202001;312;417;218913,12;DPP-IV
202001;313;308;142654,43;DPP-IV
202001;314;254;128964,13;DPP-IV
202001;315;249;138332,11;DPP-IV
202001;401;192;101432,81;DPP-IV
202001;402;342;179775,69;DPP-IV
202001;403;155;79867,88;DPP-IV
202001;404;620;331685,12;DPP-IV
202001;405;345;174694,65;DPP-IV
202001;406;355;194806,25;DPP-IV
202001;407;125;65885,09;DPP-IV
202001;408;330;192674,98;DPP-IV
202001;409;207;108828,77;DPP-IV
202001;410;286;148236,76;DPP-IV
202001;411;520;249478,84;DPP-IV
202001;412;239;128870,33;DPP-IV
202001;501;443;269614,2;DPP-IV
202001;502;263;150235,3;DPP-IV
202001;503;280;154261,41;DPP-IV
202001;504;287;151129,02;DPP-IV
202001;505;168;97131,73;DPP-IV
202001;506;270;162975,01;DPP-IV
202001;507;222;145405,4;DPP-IV
202001;508;381;200820,57;DPP-IV
202001;601;87;67682,9;DPP-IV
202001;700;119;69149,07;DPP-IV
202002;101;113;50989,73;DPP-IV
202002;102;554;300859,31;DPP-IV
202002;103;324;149925,05;DPP-IV
202002;104;265;150696,99;DPP-IV
202002;105;312;177444,98;DPP-IV
202002;106;844;464506,23;DPP-IV
202002;107;404;208140,01;DPP-IV
202002;108;213;103643,23;DPP-IV
202002;109;205;111546,95;DPP-IV
202002;110;278;166160,42;DPP-IV
202002;111;348;188186,52;DPP-IV
202002;112;241;125660;DPP-IV
202002;113;332;157437,99;DPP-IV
202002;114;369;196325,57;DPP-IV
202002;115;452;233299,81;DPP-IV
202002;116;610;298664,05;DPP-IV
202002;201;506;250713,69;DPP-IV
202002;202;383;216479,61;DPP-IV
202002;203;490;264694,92;DPP-IV
202002;204;337;177810,16;DPP-IV
202002;205;269;130568,06;DPP-IV
202002;206;329;154533,38;DPP-IV
202002;207;245;118129,48;DPP-IV
202002;208;253;130764,51;DPP-IV
202002;209;294;121715,68;DPP-IV
202002;301;235;115557,87;DPP-IV
202002;302;223;112918,27;DPP-IV
202002;303;226;112520,89;DPP-IV
202002;304;400;229088,55;DPP-IV
202002;305;185;98954,03;DPP-IV
202002;306;200;109406,72;DPP-IV
202002;307;400;234629,3;DPP-IV
202002;308;454;235818,83;DPP-IV
202002;309;241;122148,27;DPP-IV
202002;310;110;57154,76;DPP-IV
202002;311;245;139200,03;DPP-IV
202002;312;440;217681,01;DPP-IV
202002;313;412;191034,23;DPP-IV
202002;314;271;126371,76;DPP-IV
202002;315;262;138446,48;DPP-IV
202002;401;127;73528,51;DPP-IV
202002;402;378;214601,52;DPP-IV
202002;403;139;70436,76;DPP-IV
202002;404;540;284731,31;DPP-IV
202002;405;306;157620,69;DPP-IV
202002;406;311;164626,41;DPP-IV
202002;407;108;55708,26;DPP-IV
202002;408;342;176695,32;DPP-IV
202002;409;225;105922,77;DPP-IV
202002;410;228;119099,76;DPP-IV
202002;411;591;285477,1;DPP-IV
202002;412;227;126049,47;DPP-IV
202002;501;419;226825,41;DPP-IV
202002;502;249;134403,19;DPP-IV
202002;503;295;160742,47;DPP-IV
202002;504;256;136266,41;DPP-IV
202002;505;165;88067,4;DPP-IV
202002;506;270;161527,02;DPP-IV
202002;507;210;126139,47;DPP-IV
202002;508;419;217879,24;DPP-IV
202002;601;111;93640,24;DPP-IV
202002;700;111;60031,79;DPP-IV
202003;101;122;61208,99;DPP-IV
202003;102;618;325535,69;DPP-IV
202003;103;240;120060,76;DPP-IV
202003;104;294;158873,3;DPP-IV
202003;105;311;188036,23;DPP-IV
202003;106;907;498710,41;DPP-IV
202003;107;435;236122,13;DPP-IV
202003;108;261;158021,62;DPP-IV
202003;109;276;151709,95;DPP-IV
202003;110;227;133579,16;DPP-IV
202003;111;350;193555,56;DPP-IV
202003;112;355;196515,28;DPP-IV
202003;113;440;242097,72;DPP-IV
202003;114;455;240271,32;DPP-IV
202003;115;481;253766,8;DPP-IV
202003;116;627;295238,73;DPP-IV
202003;201;615;289020,6;DPP-IV
202003;202;393;221862,34;DPP-IV
202003;203;591;319516,56;DPP-IV
202003;204;265;149903,63;DPP-IV
202003;205;290;142624,66;DPP-IV
202003;206;366;172791,64;DPP-IV
202003;207;241;129389,34;DPP-IV
202003;208;294;163287,76;DPP-IV
202003;209;236;115672,32;DPP-IV
202003;301;220;128710,22;DPP-IV
202003;302;286;151907,98;DPP-IV
202003;303;244;130378,4;DPP-IV
202003;304;346;200105,39;DPP-IV
202003;305;163;106130,82;DPP-IV
202003;306;186;102129,09;DPP-IV
202003;307;363;207164,63;DPP-IV
202003;308;602;301265,06;DPP-IV
202003;309;253;109914,77;DPP-IV
202003;310;165;82029,67;DPP-IV
202003;311;281;158533,26;DPP-IV
202003;312;405;204918,46;DPP-IV
202003;313;425;196678,97;DPP-IV
202003;314;299;160919,9;DPP-IV
202003;315;357;197931,99;DPP-IV
202003;401;205;119330,51;DPP-IV
202003;402;398;198313,31;DPP-IV
202003;403;128;67023,82;DPP-IV
202003;404;615;344736,06;DPP-IV
202003;405;327;165843,61;DPP-IV
202003;406;363;204103,01;DPP-IV
202003;407;143;88108,24;DPP-IV
202003;408;445;223956,14;DPP-IV
202003;409;210;130200,11;DPP-IV
202003;410;284;162154,21;DPP-IV
202003;411;535;283650,84;DPP-IV
202003;412;322;169503,17;DPP-IV
202003;501;470;288646,4;DPP-IV
202003;502;246;153882,09;DPP-IV
202003;503;373;213570,93;DPP-IV
202003;504;261;147141,17;DPP-IV
202003;505;164;96024,25;DPP-IV
202003;506;338;193613,48;DPP-IV
202003;507;189;124612,48;DPP-IV
202003;508;380;217876,52;DPP-IV
202003;601;82;65119,12;DPP-IV
202003;700;238;141195,87;DPP-IV
202004;101;106;63830,79;DPP-IV
202004;102;445;213934,94;DPP-IV
202004;103;164;79275,56;DPP-IV
202004;104;225;112495,42;DPP-IV
202004;105;223;135331,18;DPP-IV
202004;106;627;353979,55;DPP-IV
202004;107;250;145327,05;DPP-IV
202004;108;191;101433,18;DPP-IV
202004;109;181;115673,15;DPP-IV
202004;110;171;102598,09;DPP-IV
202004;111;337;190349,34;DPP-IV
202004;112;260;130557;DPP-IV
202004;113;307;161917,45;DPP-IV
202004;114;328;175040,65;DPP-IV
202004;115;371;201779,12;DPP-IV
202004;116;547;251096,46;DPP-IV
202004;201;465;210268,38;DPP-IV
202004;202;298;166769,55;DPP-IV
202004;203;568;293479,25;DPP-IV
202004;204;241;130948,12;DPP-IV
202004;205;259;141593,38;DPP-IV
202004;206;291;131928,93;DPP-IV
202004;207;192;93121,32;DPP-IV
202004;208;247;137091,36;DPP-IV
202004;209;238;93521,43;DPP-IV
202004;301;158;81593,59;DPP-IV
202004;302;206;119235,2;DPP-IV
202004;303;203;105770,7;DPP-IV
202004;304;287;168324,32;DPP-IV
202004;305;138;81115,78;DPP-IV
202004;306;158;83604,69;DPP-IV
202004;307;274;143640,94;DPP-IV
202004;308;320;182815,18;DPP-IV
202004;309;181;81721,3;DPP-IV
202004;310;143;66204,42;DPP-IV
202004;311;218;117688,9;DPP-IV
202004;312;311;168551,29;DPP-IV
202004;313;301;143761;DPP-IV
202004;314;240;113026,07;DPP-IV
202004;315;225;125818,09;DPP-IV
202004;401;140;77887,16;DPP-IV
202004;402;308;158112,53;DPP-IV
202004;403;92;44054,53;DPP-IV
202004;404;477;252411,55;DPP-IV
202004;405;336;171313,99;DPP-IV
202004;406;314;172938;DPP-IV
202004;407;138;70547,95;DPP-IV
202004;408;258;155537,47;DPP-IV
202004;409;201;106694,9;DPP-IV
202004;410;245;124426,25;DPP-IV
202004;411;431;224945,97;DPP-IV
202004;412;230;124460,94;DPP-IV
202004;501;343;185329,61;DPP-IV
202004;502;158;88418,79;DPP-IV
202004;503;353;194357,44;DPP-IV
202004;504;248;131486,58;DPP-IV
202004;505;194;114239,06;DPP-IV
202004;506;271;170052,18;DPP-IV
202004;507;194;124761,82;DPP-IV
202004;508;261;146092,29;DPP-IV
202004;601;106;81278,13;DPP-IV
202004;700;203;123683,34;DPP-IV
202005;101;117;65575,19;DPP-IV
202005;102;471;255990,86;DPP-IV
202005;103;218;110333,52;DPP-IV
202005;104;199;107993,12;DPP-IV
202005;105;228;121183,29;DPP-IV
202005;106;681;377660,14;DPP-IV
202005;107;307;165900,15;DPP-IV
202005;108;144;73835,55;DPP-IV
202005;109;168;100685,52;DPP-IV
202005;110;193;116999,61;DPP-IV
202005;111;353;185328,53;DPP-IV
202005;112;299;157125,45;DPP-IV
202005;113;321;174901,71;DPP-IV
202005;114;394;211114,9;DPP-IV
202005;115;365;185814,04;DPP-IV
202005;116;592;273104,32;DPP-IV
202005;201;468;212795,77;DPP-IV
202005;202;282;178125,25;DPP-IV
202005;203;426;229253,68;DPP-IV
202005;204;236;134732,9;DPP-IV
202005;205;287;152789,71;DPP-IV
202005;206;363;183247,26;DPP-IV
202005;207;209;112257,13;DPP-IV
202005;208;235;135417,21;DPP-IV
202005;209;216;98708,78;DPP-IV
202005;301;169;86389,45;DPP-IV
202005;302;241;135109,3;DPP-IV
202005;303;132;75619,19;DPP-IV
202005;304;268;158643,91;DPP-IV
202005;305;151;85238,08;DPP-IV
202005;306;144;76971,46;DPP-IV
202005;307;368;212513,75;DPP-IV
202005;308;424;247268,21;DPP-IV
202005;309;244;115992,26;DPP-IV
202005;310;152;82785,44;DPP-IV
202005;311;220;125129,03;DPP-IV
202005;312;369;191347,32;DPP-IV
202005;313;273;133174,52;DPP-IV
202005;314;256;134593,8;DPP-IV
202005;315;238;139388,78;DPP-IV
202005;401;173;96757,34;DPP-IV
202005;402;293;162317,48;DPP-IV
202005;403;93;50420,88;DPP-IV
202005;404;485;261740,52;DPP-IV
202005;405;303;165502,15;DPP-IV
202005;406;334;184724,45;DPP-IV
202005;407;101;58604,27;DPP-IV
202005;408;325;188878,55;DPP-IV
202005;409;161;91409,77;DPP-IV
202005;410;238;125034,77;DPP-IV
202005;411;512;261761,31;DPP-IV
202005;412;225;124051,99;DPP-IV
202005;501;407;233396,26;DPP-IV
202005;502;209;120648,47;DPP-IV
202005;503;296;159428,74;DPP-IV
202005;504;247;127305,6;DPP-IV
202005;505;143;76637,61;DPP-IV
202005;506;185;97959,78;DPP-IV
202005;507;186;117525,35;DPP-IV
202005;508;352;194151,51;DPP-IV
202005;601;107;87474,85;DPP-IV
202005;700;162;87604,4;DPP-IV
202006;101;116;58998,53;DPP-IV
202006;102;542;313461,27;DPP-IV
202006;103;253;122283,75;DPP-IV
202006;104;269;138721,71;DPP-IV
202006;105;280;168262,35;DPP-IV
202006;106;812;449274,24;DPP-IV
202006;107;358;191948,31;DPP-IV
202006;108;206;121221,09;DPP-IV
202006;109;200;125697,23;DPP-IV
202006;110;228;144640,67;DPP-IV
202006;111;395;220573,97;DPP-IV
202006;112;324;165713,9;DPP-IV
202006;113;393;207791,03;DPP-IV
202006;114;518;284878,61;DPP-IV
202006;115;402;221614,77;DPP-IV
202006;116;608;294121,35;DPP-IV
202006;201;499;237876,36;DPP-IV
202006;202;350;198230,14;DPP-IV
202006;203;524;278132,32;DPP-IV
202006;204;233;134777,16;DPP-IV
202006;205;288;158593,11;DPP-IV
202006;206;329;174713,98;DPP-IV
202006;207;213;104067;DPP-IV
202006;208;260;145829,31;DPP-IV
202006;209;240;110809,78;DPP-IV
202006;301;197;104825,22;DPP-IV
202006;302;228;117488,19;DPP-IV
202006;303;259;143619,25;DPP-IV
202006;304;381;220034,77;DPP-IV
202006;305;165;92046,33;DPP-IV
202006;306;215;115129,66;DPP-IV
202006;307;385;206001,07;DPP-IV
202006;308;428;238398,59;DPP-IV
202006;309;240;120631,24;DPP-IV
202006;310;144;72907,26;DPP-IV
202006;311;244;133681,93;DPP-IV
202006;312;444;249659,69;DPP-IV
202006;313;419;201845,97;DPP-IV
202006;314;300;161006,2;DPP-IV
202006;315;311;183471,75;DPP-IV
202006;401;155;82442,68;DPP-IV
202006;402;347;181990;DPP-IV
202006;403;120;71248;DPP-IV
202006;404;610;343369,37;DPP-IV
202006;405;309;159580,14;DPP-IV
202006;406;327;185321,24;DPP-IV
202006;407;147;90644,21;DPP-IV
202006;408;371;204127,58;DPP-IV
202006;409;207;103736,44;DPP-IV
202006;410;290;153047,01;DPP-IV
202006;411;493;282187,43;DPP-IV
202006;412;307;156201,09;DPP-IV
202006;501;494;290849,23;DPP-IV
202006;502;303;181080,6;DPP-IV
202006;503;370;200472,06;DPP-IV
202006;504;275;139288,21;DPP-IV
202006;505;160;84652,59;DPP-IV
202006;506;294;170064,15;DPP-IV
202006;507;192;113574,4;DPP-IV
202006;508;408;231376,15;DPP-IV
202006;601;57;50140,42;DPP-IV
202006;700;143;83328,47;DPP-IV
201907;101;414;416640,42;GLP-1
201907;102;980;949179,04;GLP-1
201907;103;249;255593,27;GLP-1
201907;104;486;484902,31;GLP-1
201907;105;398;407524,15;GLP-1
201907;106;1202;1206936,6;GLP-1
201907;107;470;472685,27;GLP-1
201907;108;265;263594,14;GLP-1
201907;109;373;375034,64;GLP-1
201907;110;387;388361,85;GLP-1
201907;111;558;538727,06;GLP-1
201907;112;382;377288,87;GLP-1
201907;113;725;703169,53;GLP-1
201907;114;830;801896,17;GLP-1
201907;115;864;961554,8;GLP-1
201907;116;823;805518,67;GLP-1
201907;201;907;866345,74;GLP-1
201907;202;753;717096,74;GLP-1
201907;203;1461;1406275,09;GLP-1
201907;204;714;680808,45;GLP-1
201907;205;656;619309,63;GLP-1
201907;206;781;754478,28;GLP-1
201907;207;720;691686,8;GLP-1
201907;208;493;484920,26;GLP-1
201907;209;370;356662,05;GLP-1
201907;301;314;315966,08;GLP-1
201907;302;567;561137,72;GLP-1
201907;303;443;412401,76;GLP-1
201907;304;653;671579,73;GLP-1
201907;305;342;341399,6;GLP-1
201907;306;541;544788,66;GLP-1
201907;307;571;524897,72;GLP-1
201907;308;603;551729,37;GLP-1
201907;309;323;295977,04;GLP-1
201907;310;241;234858,46;GLP-1
201907;311;444;419673,9;GLP-1
201907;312;842;837306,87;GLP-1
201907;313;482;457026,51;GLP-1
201907;314;439;430886,19;GLP-1
201907;315;546;505657,27;GLP-1
201907;401;370;376147,01;GLP-1
201907;402;732;749849,14;GLP-1
201907;403;162;173590,77;GLP-1
201907;404;919;889800,31;GLP-1
201907;405;649;663102,65;GLP-1
201907;406;721;688492,75;GLP-1
201907;407;684;673326,18;GLP-1
201907;408;717;680066,31;GLP-1
201907;409;241;229719,68;GLP-1
201907;410;443;419616,39;GLP-1
201907;411;656;628617,81;GLP-1
201907;412;468;464868,8;GLP-1
201907;501;411;390257,76;GLP-1
201907;502;222;219659,77;GLP-1
