YEAR_MONTH,SECTOR_CODE,VOLUME,VALUE,WHO_ATC_CODE,MUNICIPALITY,brick_nr
202007,P,-1,-1078.16,A10BK01,Næstved,206
202007,P,31,18169.65,A10BJ05,Sønderborg,307
202007,P,8,5504.0,A10BJ02,Gentofte,109
202007,P,3,2934.96,A10BD20,Ballerup,115
202007,P,-2,-341.98,A10AB05,Kalundborg,203
202007,P,4,127.16,A10BB12,Horsens,402
202007,P,2,1434.0,A10BD07,Herning,406
202007,P,1,297.29,A10AD01,Helsingør,113
202007,P,4,2634.06,A10BH01,Vejle,315
202007,P,1118,11288.0,A10BA02,Frederikshavn,508
202007,P,11,11088.0,A10BK03,Hjørring,507
202007,P,10,7850.0,A10BD07,Tønder,309
202007,P,4,3140.0,A10BD07,København,100
202007,P,2,497.02,A10BD15,Silkeborg,405
202007,P,3,1129.47,A10AE04,Sønderborg,307
202007,P,9,2850.48,A10BK03,Hjørring,507
202007,P,26,26457.75,A10BK03,Næstved,206
202007,P,26,12766.0,A10AE06,Roskilde,202
202007,P,15,14310.0,A10BK01,København,100
202007,P,1,107.0,A10BB09,Silkeborg,405
202007,P,66,19187.1,A10AB05,Haderslev,311
202007,P,1,140.61,A10BB07,Middelfart,306
202007,P,8,210.8,A10BB12,Thisted,504
202007,P,1,113.54,A10AC01,Vejle,315
202007,P,21,22020.6,A10BK01,Aabenraa,308
202007,P,2,1360.96,A10BH05,Assens,303
202007,P,0,0.0,A10BB12,Assens,303
202007,P,-2,-26.0,A10BB12,Hørsholm,112
202007,P,14,13356.0,A10BK01,Glostrup,106
202007,P,1,680.48,A10BH05,København,100
202007,P,22,297.0,A10BA02,Thisted,504
202007,P,2,68.2,A10BB12,Thisted,504
202007,P,13,13477.71,A10BJ02,Middelfart,306
202007,P,9,15506.01,A10BJ02,København,100
202007,P,37,17035.07,A10AE06,Esbjerg,313
202007,P,8,299.0,A10BB09,Gentofte,109
202101,P,-2,-249.84,A10BB12,Assens,303
202101,P,1,223.5,A10AE04,København,100
202101,P,1,672.85,A10BD08,København,100
202101,P,29,13571.13,A10AE06,Næstved,206
202101,P,0,0.0,A10BH01,Helsingør,113
202101,P,10,8718.2,A10AE06,Haderslev,311
202101,P,5,1882.45,A10AE04,Glostrup,106
202102,P,49,16106.45,A10AE04,Hillerød,111
202102,P,8,2703.6,A10BK03,Viborg,410
202102,P,1,90.45,A10BX02,København,100
202101,P,5,134.0,A10BB12,Slagelse,204
202102,P,-3,-33.0,A10BA02,Svendborg,301
202102,P,1,822.0,A10BJ05,Kalundborg,203
202102,P,26,6240.0,A10BD07,Lolland,209
202102,P,-1,-1037.0,A10BK03,Lolland,209
202101,P,2,439.82,A10BH04,Ringsted,205
